GeneID_NCBI	Symbol_HGNC	Aliases	mean_cov_BGI	median_cov_BGI	perc_cov_BGI_10x	perc_cov_BGI_20x	mean_cov_TWIST	median_cov_TWIST	perc_cov_TWIST_10x	perc_cov_TWIST_20x	GenePanels_Symbol	GenePanel	GenePanelCount
3070	HELLS	ICF4|LSH|Nbla10143|PASG|SMARCA6	125,5	131,6	97,8	92,1	120,1	123,7	100	100	HELLS	"IMMUUN (AR);OMIM (AR);PCS (AR)"	3
220296	HEPACAM	GlialCAM|HEPN1|MLC2A|MLC2B	122,9	126,4	86	78,9	136,1	140	100	100	HEPACAM	"MR (AD,AR);OMIM (AD,AR);PCS (AR)"	3
9843	HEPH	CPL	74,2	78,4	98,8	91,9	127,9	132,5	100	100	HEPH	"IJZER (XL);OMIM (XL)"	2
341208	HEPHL1	HJDD|ZP	121,9	128	100	99,9	136,9	140,6	100	100	HEPHL1	"OMIM (AR);PCS (AR)"	2
8925	HERC1	MDFPMR|p532|p619	167,9	172,1	100	100	142,9	146,9	100	100	HERC1	"MR (AR);OMIM (AR);PCS (AR)"	3
8924	HERC2	D15F37S1|MRT38|SHEP1|jdf2|p528	111	115,2	79,9	77,2	197,2	203,3	100	100	HERC2	"DERM (AD,AR);MR (AR);OMIM (AR;AD,AR);PCS (AR)"	4
84667	HES7	SCDO4|bHLHb37	49,2	48,8	84,4	53,9	143,1	151,3	100	100	HES7	"LENGTE (AR);OMIM (AR);PCS (AR)"	3
8820	HESX1	ANF|CPHD5|RPX	74,7	80,5	99,7	97,3	131,8	135,5	100	100	HESX1	"DSD (AD,AR);HH (AD,AR);LENGTE (AD,AR);MR (AR);OMIM (AR;AD,AR);PCS (AR)"	6
3073	HEXA	TSD	105,9	108,9	93,8	93,3	135,9	139,2	100	100	HEXA	"METAB (AR);MR (AR);OMIM (AR);PCS (AR)"	4
3074	HEXB	ENC-1AS|HEL-248|HEL-S-111	178,1	187,8	99,6	96,9	135,6	139,7	100	99,9	HEXB	"BEWEGING (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)"	5
23493	HEY2	CHF1|GRIDLOCK|GRL|HERP1|HESR2|HRT2|bHLHb32	179,5	187,8	100	99,3	170,2	174,4	100	100	HEY2	"ANEURYSM (AD);CHD (AD);HART (AD);OMIM (AD)"	4
3077	HFE	HFE1|HH|HLA-H|MVCD7|TFQTL2	117,9	127,9	100	99,7	134	138,1	100	100	HFE	"HART (AR);IJZER (AR);LEVER (AR);METAB (AR);OMIM (AR)"	5
164045	HFM1	MER3|POF9|SEC63D1|Si-11|Si-11-6|helicase	59,4	60,8	96,3	89,6	116,8	119,7	100	100	HFM1	"DSD (AR);OMIM (AR);PCS (AR)"	3
3081	HGD	AKU|HGO	114,9	119,5	100	100	133	135,5	100	100	HGD	"METAB (AR);OMIM (AR);PCS (AR)"	3
3082	HGF	DFNB39|F-TCF|HGFB|HPTA|SF	162,9	168,8	100	99,4	155,5	160	100	100	HGF	"DOOF (AR);OMIM (AR);PCS (AR)"	3
138050	HGSNAT	HGNAT|MPS3C|RP73|TMEM76	121,6	125,5	86,4	86,3	115,1	118,1	91,2	89,3	HGSNAT	"BLIND (AR);LENGTE (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)"	6
11112	HIBADH	NS5ATP1	127,1	130,6	94,4	91,2	137,3	140,8	100	100	HIBADH	"METAB (AR);OMIM (AR)"	2
26275	HIBCH	HIBYLCOAH	81,9	83,8	98,2	88,5	129,5	132,1	100	100	HIBCH	"METAB (AR);MR (AR);OMIM (AR);OXPHOS (AR);PCS (AR)"	5
51501	HIKESHI	C11orf73|HLD13|HSPC138|HSPC179|L7RN6|OPI10	65,6	64,9	98,2	90,4	136,4	139,9	100	100	HIKESHI	"OMIM (AR);PCS (AR)"	2
3094	HINT1	HINT|NMAN|PKCI-1|PRKCNH1	64	62,4	98,3	89,3	158,8	163,2	100	100	HINT1	"HMSN (AR);OMIM (AR);PCS (AR)"	3
3097	HIVEP2	HIV-EP2|MBP-2|MIBP1|MRD43|SHN2|ZAS2|ZNF40B	199,8	189,8	100	100	156,2	156,2	100	100	HIVEP2	"MR (AD);OMIM (AD)"	2
148738	HJV	HFE2|HFE2A|JH|RGMC	157	156,1	100	100	158	159,4	100	100	HJV	"HART (AR);IJZER (AR);OMIM (AR);PCS (AR)"	4
3098	HK1	HK|HK1-ta|HK1-tb|HK1-tc|HKD|HKI|HMSNR|HXK1|NEDVIBA|RP79|hexokinase	135,7	140,2	100	100	144,3	148,4	100	100	HK1	"BEWEGING (AD);BLIND (AD);HMSN (AR);METAB (AR);MR (AD);OMIM (AD;AR;AD,AR);PCS (AR)"	7
3141	HLCS	HCS	175,9	179,3	100	100	155,4	158,3	100	100	HLCS	"DERM (AR);EPI (AR);METAB (AR);MR (AR);OMIM (AR);OXPHOS (AR);PCS (AR)"	7
3145	HMBS	PBG-D|PBGD|PORC|UPS	100,7	103,3	99,9	99,4	123,9	126,2	100	100	HMBS	"DERM (AD,AR);HMSN (AD);METAB (AR);OMIM (AR;AD;AD,AR)"	4
8091	HMGA2	BABL|HMGI-C|HMGIC|LIPO|SRS5|STQTL9	94,4	93,7	81,3	76,7	87,7	88,5	75,1	73,8	HMGA2	"LENGTE (AD);OMIM (AD)"	2
3149	HMGB3	HMG-2a|HMG-4|HMG2A|HMG4	48,2	46,6	78,6	67,2	118,1	121,9	100	100	HMGB3	"DERM (XL);OMIM (XL)"	2
3155	HMGCL	HL	126	129,1	100	99,8	135,1	138,4	100	100	HMGCL	"METAB (AR);MR (AR);OMIM (AR);PCS (AR)"	4
3158	HMGCS2		116,1	122,6	100	99,6	135,1	138,4	100	100	HMGCS2	"METAB (AR);OMIM (AR);PCS (AR)"	3
3162	HMOX1	HMOX1D|HO-1|HSP32|bK286B10	146,6	137,4	98,4	89,9	134,5	137	100	100	HMOX1	"ANEURYSM (AD);IJZER (AR);IMMUUN (AR);METAB (AR);OMIM (UK,AR,AD,XL);PCS (AR)"	6
3166	HMX1	H6|NKX5-3	23,9	22,5	62,4	42,9	96,1	97,3	99,7	96,1	HMX1	"BLIND (AR);OMIM (AR);PCS (AR)"	3
6927	HNF1A	HNF-1A|HNF1|HNF1alpha|HNF4A|IDDM20|LFB1|MODY3|TCF-1|TCF1	161,7	171,3	100	99,8	175,9	180,7	100	100	HNF1A	"METAB (AD);OMIM (AD);TUMOR (AD)"	3
6928	HNF1B	ADTKD3|FJHN|HNF-1-beta|HNF-1B|HNF1beta|HNF2|HPC11|LF-B3|LFB3|MODY5|RCAD|T2D|TCF-2|TCF2|VHNF1	129,9	133,8	99,3	96,1	189,9	198,3	100	100	HNF1B	"LEVER (AD);NIER (AD);OMIM (AD)"	3
3172	HNF4A	FRTS4|HNF4|HNF4a7|HNF4a8|HNF4a9|HNF4alpha|MODY|MODY1|NR2A1|NR2A21|TCF|TCF14	137,4	143	99,9	99	144,3	147,8	100	100	HNF4A	"METAB (AD);NIER (AD);OMIM (AD)"	3
3176	HNMT	HMT|HNMT-S1|HNMT-S2|MRT51	174,4	176,7	100	99,8	143,6	147,2	100	100	HNMT	"MR (AR);OMIM (AR);PCS (AR)"	3
3178	HNRNPA1	ALS19|ALS20|HNRPA1|HNRPA1L3|IBMPFD3|UP 1|hnRNP A1|hnRNP-A1	79,5	76,3	98,8	90	140,6	143,9	100	100	HNRNPA1	OMIM (AD)	1
3181	HNRNPA2B1	HNRNPA2|HNRNPB1|HNRPA2|HNRPA2B1|HNRPB1|IBMPFD2|RNPA2|SNRPB1	169,9	173,5	99,9	99,4	142,2	145,5	100	100	HNRNPA2B1	OMIM (UK,AR,AD,XL)	1
9987	HNRNPDL	HNRNP|HNRPDL|JKTBP|JKTBP2|LGMD1G|LGMDD3|laAUF1	103,4	101,3	97,3	88,4	137,9	140,9	100	100	HNRNPDL	OMIM (AD)	1
3187	HNRNPH1	HNRPH|HNRPH1|hnRNPH	123,1	126,9	99,4	96,2	156,1	159,9	100	100	HNRNPH1	"MR (AD);OMIM (AD)"	2
3188	HNRNPH2	FTP3|HNRPH'|HNRPH2|MRXSB|NRPH2|hnRNPH'	150,7	145,6	100	100	168	170	100	100	HNRNPH2	"MR (XL);OMIM (XL)"	2
3190	HNRNPK	AUKS|CSBP|HNRPK|TUNP	74,4	77,1	91,5	82,8	132,4	135	100	100	HNRNPK	"MR (AD);OMIM (AD)"	2
3192	HNRNPU	DEE54|EIEE54|GRIP120|HNRNPU-AS1|HNRPU|SAF-A|SAFA|U21.1|hnRNP U|pp120	162,6	170,5	99,9	98,9	146,3	150,5	100	100	HNRNPU	"EPI (AD);MR (AD);OMIM (AD)"	3
112817	HOGA1	C10orf65|DHDPS2|DHDPSL|HP3|NPL2	148,3	156,5	100	96,4	141,5	145,9	100	100	HOGA1	"METAB (AR);NIER (AR);OMIM (AR;UK,AR,AD,XL);PCS (AR)"	4
9455	HOMER2	ACPD|CPD|DFNA68|HOMER-2|VESL-2	134,2	139,8	99,5	99,4	137,5	141,2	100	100	HOMER2	"DOOF (AD);OMIM (AD)"	2
51361	HOOK1	HK1	99,1	101,7	99,6	96,5	121,1	123,7	100	100	HOOK1	"ANEURYSM (AD);OMIM (AD)"	2
3198	HOXA1	BSAS|HOX1|HOX1F	163,6	167,5	100	100	145,9	148	100	100	HOXA1	"MR (AR);OMIM (AR;UK,AR,AD,XL);PCS (AR)"	3
3207	HOXA11	HOX1|HOX1I|RUSAT1	84,2	95,6	97,1	87,5	147,3	143,4	100	100	HOXA11	"BMF (AD);HEMOS (AD);LENGTE (AD);OMIM (AD)"	4
3209	HOXA13	HOX1|HOX1J	78	66	77,7	69	94,1	93,5	89,7	79,7	HOXA13	"DSD (AD);LENGTE (AD);OMIM (AD)"	3
3199	HOXA2	HOX1K|MCOHI	95	86,8	100	99,9	129,9	129,7	100	100	HOXA2	"CFA (AD);OMIM (AD,AR);PCS (AR)"	3
3201	HOXA4	HOX1|HOX1D	85,6	72,8	87,8	77	107,3	109,9	99,4	96	HOXA4	"ANEURYSM (AD);OMIM (AD)"	2
3211	HOXB1	HCFP3|HOX2|HOX2I|Hox-2.9	161,4	158,6	100	100	147,9	151,1	100	100	HOXB1	"OMIM (AR);PCS (AR)"	2
10481	HOXB13	HPC9|PSGD	180,2	194,7	100	99,1	150,4	155,6	100	100	HOXB13	"OMIM (AD);TUMOR (AD)"	2
3214	HOXB4	HOX-2.6|HOX2|HOX2F	101,9	89,9	100	97,3	118,2	122,7	100	99,9	HOXB4	"ANEURYSM (AD);OMIM (AD)"	2
3229	HOXC13	ECTD9|HOX3|HOX3G	152,2	144,6	100	99,9	144,8	146,7	100	100	HOXC13	"DERM (AR);OMIM (AR);PCS (AR)"	3
3236	HOXD10	HOX4|HOX4D|HOX4E|Hox-4.4	173,8	166	100	100	149,8	151,1	100	100	HOXD10	"HMSN (AD);OMIM (AD)"	2
3239	HOXD13	BDE|BDSD|HOX4I|SPD|SPD1	137,8	157	99,9	98,6	116,6	117	100	100	HOXD13	"LENGTE (AD);OMIM (AD)"	2
3208	HPCA	BDR2|DYT2	272,6	276,9	100	100	155	157,8	100	100	HPCA	"OMIM (AR);PCS (AR)"	2
3242	HPD	4-HPPD|4HPPD|GLOD3|HPPDASE|PPD	168,4	174,6	100	100	128,2	130,7	100	100	HPD	"METAB (AR);MR (AD,AR);OMIM (AR;AD,AR);PCS (AR)"	4
84842	HPDL	4-HPPD-L|GLOXD1|NEDSWMA|SPG83	192,3	200,6	100	100	155,2	155,6	100	100	HPDL	"BEWEGING (AR);METAB (AR);OMIM (AR);OXPHOS (AR);PCS (AR)"	5
3248	HPGD	15-PGDH|PGDH|PGDH1|PHOAR1|SDR36C1	92,4	95,5	100	98,9	126,4	129,4	100	100	HPGD	"DERM (AR);LENGTE (AR);OMIM (AR);PCS (AR)"	4
3251	HPRT1	HGPRT|HPRT	72	74,2	99,3	91,8	108,3	111,1	100	99,3	HPRT1	"BEWEGING (XL);METAB (XL);MR (XL);NIER (XLR);OMIM (XLR)"	5
3257	HPS1	BLOC3S1|HPS	120,9	123,1	100	100	130,7	134,2	100	100	HPS1	"BLIND (AR);DERM (AR);HEMOS (AR);OMIM (AR);PCS (AR)"	5
84343	HPS3	BLOC2S1|SUTAL	162	165,7	99,7	97,5	134,5	136,4	100	100	HPS3	"BLIND (AR);DERM (AR);HEMOS (AR);OMIM (AR);PCS (AR)"	5
89781	HPS4	BLOC3S2|LE	138,7	142,1	100	100	144,3	148	100	100	HPS4	"BLIND (AR);DERM (AR);HEMOS (AR);OMIM (AR);PCS (AR)"	5
11234	HPS5	AIBP63|BLOC2S2	137,7	142,5	100	99,7	135,9	139,6	100	100	HPS5	"BLIND (AR);DERM (AR);HEMOS (AR);OMIM (AR);PCS (AR)"	5
79803	HPS6	BLOC2S3	155,2	172,2	97,1	88,9	145,9	145,2	100	100	HPS6	"BLIND (AR);DERM (AR);HEMOS (AR);OMIM (AR);PCS (AR)"	5
60495	HPSE2	HPA2|HPR2|UFS|UFS1	118,7	125	100	99,9	136	140,4	100	100	HPSE2	"OMIM (AR);PCS (AR)"	2
55806	HR	ALUNC|AU|HSA277165|HYPT4|MUHH|MUHH1	113,1	109,8	98,5	95,6	150,1	154,6	100	100	HR	"DERM (AD,AR);OMIM (AR;AD,AR);PCS (AR)"	3
3265	HRAS	C-BAS/HAS|C-H-RAS|C-HA-RAS1|CTLO|H-RASIDX|HAMSV|HRAS1|RASH1|p21ras	170,4	177,9	100	100	204,1	209,2	100	100	HRAS	"BLIND (AD);DERM (AD);LENGTE (AD);MR (AD);OMIM (AD);RAS (AD)"	6
3273	HRG	HPRG|HRGP|THPH11	152,3	152,5	95	94,2	171,2	182,9	100	100	HRG	"HEMOS (AD,AR);OMIM (AD;AD,AR)"	2
9394	HS6ST1	HH15|HS6ST	55	54,3	92,9	84,5	155,8	155	100	100	HS6ST1	"DSD (AD);HH (AD);METAB (AR);OMIM (AD;AR)"	4
90161	HS6ST2	MRXSPM	140,6	149,5	97,6	96,6	143,7	145	100	100	HS6ST2	OMIM (XLR)	1
150274	HSCB	DNAJC20|HSC20|JAC1	109,2	108	100	98,7	143,9	147,5	100	100	HSCB	"IJZER (AD,AR);OMIM (AD,AR)"	2
3290	HSD11B1	11-DH|11-beta-HSD1|CORTRD2|HDL|HSD11|HSD11B|HSD11L|SDR26C1	122,1	126,6	100	99,6	129,8	134	100	100	HSD11B1	"METAB (AR);OMIM (AD;AR)"	2
3291	HSD11B2	AME|AME1|HSD11K|HSD2|SDR9C3	159,9	167,3	86	82,7	123,7	125,5	99,9	98,1	HSD11B2	"METAB (AR);NIER (AR);OMIM (AR);PCS (AR)"	4
3028	HSD17B10	17b-HSD10|ABAD|CAMR|DUPXp11.22|ERAB|HADH2|HCD2|HSD10MD|MHBD|MRPP2|MRX17|MRX31|MRXS10|SCHAD|SDR5C1	106,7	109,8	100	99,1	145,3	149,1	100	100	HSD17B10	"EPI (AD);METAB (XL);MR (XL);OMIM (XL;AD);OXPHOS (XL)"	5
3293	HSD17B3	EDH17B3|SDR12C2	138,2	142,1	97,8	97,8	151,5	154,5	97,8	97,8	HSD17B3	"DSD (AR);METAB (AR);OMIM (AR);PCS (AR)"	4
3295	HSD17B4	DBP|MFE-2|MFP-2|MPF-2|PRLTS1|SDR8C1	126,2	130	95,4	93,1	117,6	119,8	96,6	96,6	HSD17B4	"BEWEGING (AR);DOOF (AR);DSD (AR);EPI (AR);HMSN (AR);LEVER (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)"	10
3284	HSD3B2	HSD3B|HSDB|SDR11E2	173,6	151,4	100	99,7	176,7	182,2	100	100	HSD3B2	"DSD (AR);METAB (AR);OMIM (AR);PCS (AR)"	4
80270	HSD3B7	CBAS1|PFIC4|SDR11E3	142,1	142,9	99,1	95,5	134	137,6	100	100	HSD3B7	"LEVER (AR);METAB (AR);OMIM (AR);PCS (AR)"	4
3299	HSF4	CTM|CTRCT5	127,6	131	99,6	97,2	118,9	121,5	100	100	HSF4	"BLIND (AD);OMIM (AD)"	2
3313	HSPA9	CRP40|CSA|EVPLS|GRP-75|GRP75|HEL-S-124m|HSPA9B|MOT|MOT2|MTHSP75|PBP74|SAAN|SIDBA4	97,7	97,6	88,5	84,5	119,8	123,1	100	100	HSPA9	"IJZER (AD,AR);LENGTE (AR);MR (AR);OMIM (AD,AR);OXPHOS (AD,AR);PCS (AR)"	6
3315	HSPB1	CMT2F|HEL-S-102|HMN2B|HS.76067|HSP27|HSP28|Hsp25|SRP27	62,9	55,8	98,8	91,6	166,2	170,1	100	100	HSPB1	"HMSN (AD);HNPD (AD);OMIM (AD)"	3
8988	HSPB3	DHMN2C|HMN2C|HSPL27	258,1	275,4	100	100	159	162,9	100	100	HSPB3	"HMSN (AD);OMIM (AD)"	2
126393	HSPB6	HEL55|Hsp20|PPP1R91	62,7	62,4	91,1	81	142,4	144,7	100	100	HSPB6	"HART (AD);OMIM (AD)"	2
26353	HSPB8	CMT2L|DHMN2|E2IG1|H11|HMN2|HMN2A|HSP22	190,6	187,6	100	100	136,1	138	100	100	HSPB8	"HMSN (AD);OMIM (AD)"	2
3329	HSPD1	CPN60|GROEL|HLD4|HSP-60|HSP60|HSP65|HuCHA60|SPG13	95,1	91,9	98,8	93,7	138,1	141,7	100	100	HSPD1	"BEWEGING (AD);MR (AD);OMIM (AD,AR);OXPHOS (AR);PCS (AR)"	5
3339	HSPG2	HSPG|PLC|PRCAN|SJA|SJS|SJS1	119,1	122,2	99,2	97,7	158,3	162,7	100	99,9	HSPG2	"ANEURYSM (AD);BLIND (AR);LENGTE (AR);OMIM (AR;AD);PCS (AR);SPIER (AR)"	6
3350	HTR1A	5-HT-1A|5-HT1A|5HT1a|ADRB2RL1|ADRBRL1|G-21|PFMCD	173,3	159,4	100	100	166	162,9	100	100	HTR1A	OMIM (AD)	1
5654	HTRA1	ARMD7|CADASIL2|CARASIL|HtrA|L56|ORF480|PRSS11	93,1	92,1	75,8	72,3	92,7	95	87,2	83,2	HTRA1	"DERM (AR);OMIM (AR;AD,AR);PCS (AR)"	3
27429	HTRA2	MGCA8|OMI|PARK13|PRSS25	140,1	138	100	99,9	137,6	139,9	100	100	HTRA2	"METAB (AR);MR (AR);OMIM (AR);OXPHOS (AR);PCS (AR)"	5
3064	HTT	HD|IT15|LOMARS	140,2	146	97,8	96,6	129,4	133,4	100	99,9	HTT	OMIM (AD,AR)	1
10075	HUWE1	ARF-BP1|HECTH9|HSPC272|Ib772|LASU1|MRXST|MULE|URE-B1|UREB1	91,5	94,5	99,2	95,8	128,5	131,9	100	100	HUWE1	"CFA (XL);MR (XL);OMIM (XL)"	3
3373	HYAL1	HYAL-1|LUCA1|MPS9|NAT6	114,4	115	100	100	156	158,6	100	100	HYAL1	"DERM (AR);METAB (AR);OMIM (AR);PCS (AR)"	4
8692	HYAL2	LUCA2	165,4	175,3	100	100	148,6	149,5	100	100	HYAL2	"CFA (AR);OMIM (AR)"	2
54768	HYDIN	CILD5|HYDIN1|HYDIN2|PPP1R31	126,8	130,9	99,9	99,3	145,2	149,6	100	100	HYDIN	"CILIO (AR);OMIM (AR);PCS (AR)"	3
219844	HYLS1	HLS	182,2	183,5	100	100	145,5	150,4	100	100	HYLS1	"CILIO (AR);LENGTE (AR);MR (AR);OMIM (AR);PCS (AR);SCHISIS (AR)"	6
10525	HYOU1	GRP-170|Grp170|HSP12A|IMD59|ORP-150|ORP150	148,1	153	100	99,5	141,4	145,1	100	100	HYOU1	"IMMUUN (AR);OMIM (AR)"	2
3376	IARS1	GRIDHH|IARS|ILERS|ILRS|IRS|PRO0785	145,5	150,2	100	99,6	131,2	134,5	100	100	IARS1	"LEVER (AR);MR (AR);OMIM (AR);PCS (AR)"	4
55699	IARS2	CAGSSS|ILERS	165,3	170,4	100	99,9	129,5	133,2	100	100	IARS2	"LENGTE (AR);MR (AR);OMIM (AR);OXPHOS (AR);PCS (AR)"	5
200205	IBA57	C1orf69|MMDS3|SPG74	112,7	117,3	93,7	90,1	130,9	132,9	100	100	IBA57	"BEWEGING (AR);MR (AR);OMIM (AR);OXPHOS (AR);PCS (AR)"	5
29851	ICOS	AILIM|CD278|CVID1	179,6	184,9	99,9	99,8	124,5	126,9	100	100	ICOS	"IMMUUN (AR);OMIM (AR);PCS (AR)"	3
23308	ICOSLG	B7-H2|B7H2|B7RP-1|B7RP1|B7h|CD275|GL50|ICOS-L|ICOSL|LICOS	152,4	161,7	99,5	98,8	253,2	248,1	100	100	ICOSLG	"IMMUUN (AR);OMIM (AR)"	2
3400	ID4	IDB4|bHLHb27	139,6	129,8	87,6	82,5	84,8	85,4	98,9	93,1	ID4	"LENGTE (AD);OMIM (AD)"	2
3417	IDH1	HEL-216|HEL-S-26|IDCD|IDH|IDP|IDPC|PICD	86,8	91,4	93,3	80,1	139,6	144,4	100	100	IDH1	"LENGTE (AD);OMIM (AD);TUMOR (AD)"	3
3418	IDH2	D2HGA2|ICD-M|IDH|IDHM|IDP|IDPM|mNADP-IDH	108	111,5	99,7	97,4	134,8	138,1	100	99,8	IDH2	"EPI (AD);LENGTE (AD);METAB (AR);OMIM (AD;UK,AR,AD,XL);TUMOR (AD)"	5
3419	IDH3A	RP90	152,8	159,5	99,4	97,3	139,5	142,9	100	100	IDH3A	"BLIND (AR);OMIM (AR)"	2
3420	IDH3B	RP46	149,6	150,2	95,4	95,4	149,1	151,6	100	100	IDH3B	"BLIND (AR);METAB (AR);OMIM (AR;UK,AR,AD,XL);PCS (AR)"	4
3422	IDI1	IPP1|IPPI1	69,8	70,2	99,8	97,6	141,4	145,4	100	100	IDI1	"METAB (AR);OMIM (AR)"	2
3423	IDS	ID2S|MPS2|SIDS	105	110,5	99,9	98	136,9	140,1	100	100	IDS	"LENGTE (XLR);METAB (XL);MR (XL);OMIM (XL;XLR)"	4
3425	IDUA	IDA|MPS1|MPSI	124,1	128,6	93,7	86,8	132,6	135,4	100	100	IDUA	"ANEURYSM (AR);DERM (AR);HART (AR);LENGTE (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)"	8
51124	IER3IP1	HSPC039|MEDS|PRO2309	101	102,4	91,9	82,6	141,7	143,9	100	100	IER3IP1	"EPI (AR);MR (AR);OMIM (AR);PCS (AR)"	4
64135	IFIH1	AGS7|Hlcd|IDDM19|MDA-5|MDA5|RLR-2|SGMRT1	129,7	137,3	99,7	98,4	138,9	144,5	100	100	IFIH1	"EPI (AD);IMMUUN (AD,AR);LENGTE (AR);MR (AD);OMIM (AD;AR;AD,AR)"	5
387733	IFITM5	BRIL|DSPA1|Hrmp1|OI5|fragilis4	79,3	86,1	99,3	95,6	141,8	148,3	100	100	IFITM5	"LENGTE (AD);OMIM (AD)"	2
3454	IFNAR1	AVP|IFN-alpha-REC|IFNAR|IFNBR|IFRC	100,8	101,9	97,7	97,1	105,3	108	97,8	97,8	IFNAR1	"IMMUUN (AR);OMIM (AR)"	2
3455	IFNAR2	IFN-R|IFN-alpha-REC|IFNABR|IFNARB|IMD45	159,9	160,2	100	99,7	134,4	138,5	100	100	IFNAR2	"IMMUUN (AR);OMIM (AR);PCS (AR)"	3
3458	IFNG	IFG|IFI|IMD69	186,4	190,2	100	100	124,5	127,4	100	100	IFNG	"ANEURYSM (AD);IMMUUN (AR);NIER (AD);OMIM (AD;AR)"	4
3459	IFNGR1	CD119|IFNGR|IMD27A|IMD27B	158,6	162,4	98,2	97,5	127	130,5	100	100	IFNGR1	"IMMUUN (AD,AR);OMIM (AD,AR);PCS (AR)"	3
3460	IFNGR2	AF-1|IFGR2|IFNGT1|IMD28	155,3	164,4	93,3	93,2	166,8	171,4	100	99,8	IFNGR2	"IMMUUN (AR);OMIM (AR);PCS (AR)"	3
163702	IFNLR1	CRF2/12|IFNLR|IL-28R1|IL28RA|LICR2	124,1	122,6	99,4	97,1	142	144,7	100	100	IFNLR1	"DOOF (AD);OMIM (AD)"	2
3475	IFRD1	PC4|TIS7	150	155,4	99,7	98,6	135,8	138,9	100	100	IFRD1	"HMSN (UK,AR,AD,XL);OMIM (UK,AR,AD,XL)"	2
55764	IFT122	CED|CED1|FAP80|SPG|WDR10|WDR10p|WDR140	135,3	140,5	100	99,6	132,9	136,5	100	100	IFT122	"CFA (AR);CILIO (AR);DERM (AR);LENGTE (AR);NIER (AR);OMIM (AR);PCS (AR)"	7
9742	IFT140	MZSDS|RP80|SRTD9|WDTC2|c305C8.4|c380F5.1|gs114	119,3	124,5	99,8	98,8	147,6	152,3	100	100	IFT140	"BLIND (AR);CILIO (AR);LENGTE (AR);LEVER (AR);NIER (AR);OMIM (AR);PCS (AR);SCHISIS (AR)"	8
26160	IFT172	BBS20|NPHP17|RP71|SLB|SRTD10|osm-1|wim	104,8	107,8	99,9	99,1	142,3	145,7	100	100	IFT172	"BLIND (AR);CILIO (AR);LENGTE (AR);LEVER (AR);MR (AR);NIER (AR);OMIM (AR);PCS (AR);SCHISIS (AR)"	9
11020	IFT27	BBS19|FAP156|RABL4|RAYL	132,4	135,3	100	100	134,7	137,4	100	100	IFT27	"BLIND (AR);CILIO (AR);NIER (AR);OMIM (AR);PCS (AR)"	5
112752	IFT43	C14orf179|CED3|RP81|SRTD18	131,3	134,3	100	100	122,3	124,2	100	100	IFT43	"BLIND (AR);CFA (AR);CILIO (AR);DERM (AR);LENGTE (AR);LEVER (AR);NIER (AR);OMIM (AR);PCS (AR)"	9
51098	IFT52	C20orf9|CGI-53|NGD2|NGD5	145	148,5	100	99,9	131,9	134,9	100	100	IFT52	"BLIND (AR);CILIO (AR);LENGTE (AR);OMIM (AR);PCS (AR)"	5
55081	IFT57	ESRRBL1|HIPPI|MHS4R2|OFD18	139,6	147,3	99,9	99,1	137,8	141,4	100	100	IFT57	"OMIM (AR);PCS (AR);SCHISIS (AR)"	3
80173	IFT74	CCDC2|CMG-1|CMG1	92,6	95,2	98,4	93,9	113,2	116	100	100	IFT74	"BLIND (AR);OMIM (AR);PCS (AR)"	3
57560	IFT80	ATD2|FAP167|SRTD2|WDR56	76,5	78,3	97,6	88,2	131,8	135,2	100	100	IFT80	"CILIO (AR);LENGTE (AR);OMIM (AR);PCS (AR);SCHISIS (AR)"	5
28981	IFT81	CDV-1|CDV-1R|CDV1|CDV1R|DV1|SRTD19	103,1	108,2	93,5	90,1	96,4	99,3	95	94,9	IFT81	"BLIND (AR);CILIO (AR);LENGTE (AR);MR (AR);OMIM (AR);PCS (AR)"	6
8100	IFT88	D13S1056E|DAF19|TG737|TTC10|hTg737	108,9	112	99,6	97,3	111,6	115	100	100	IFT88	"CFA (AD);OMIM (AD)"	2
3476	IGBP1	ALPHA-4|IBP1|alpha4	106,7	111,3	99,5	96,2	140,2	144,6	100	100	IGBP1	"MR (XL);OMIM (XL;XLR)"	2
3479	IGF1	IGF|IGF-I|IGFI|MGF	98,4	102,5	100	99,9	139,3	143	100	100	IGF1	"LENGTE (AR);MR (AR);OMIM (AR);PCS (AR)"	4
3480	IGF1R	CD221|IGFIR|IGFR|JTK13	125,2	128,7	100	99,9	145,8	150,1	100	100	IGF1R	"LENGTE (AD,AR);MR (AD,AR);OMIM (AD,AR);PCS (AR)"	4
3481	IGF2	C11orf43|GRDF|IGF-II|PP9974|SRS3	115,7	119,6	100	100	179	185,7	100	100	IGF2	"LENGTE (AD,IMP);OMIM (AD,IMP)"	2
3482	IGF2R	CD222|CI-M6PR|CIMPR|M6P-R|M6P/IGF2R|MPR 300|MPR1|MPR300|MPRI	127	133,6	98,9	97,3	135,2	139,5	99,9	99,7	IGF2R	OMIM (UK,AR,AD,XL)	1
3483	IGFALS	ACLSD|ALS	94,9	83,8	99,9	99,6	142,4	141,9	100	100	IGFALS	"LENGTE (AD,AR);OMIM (AD,AR;UK,AR,AD,XL);PCS (AR)"	3
